,location,total_sqft,bath,price,bhk
6539,Thanisandra,1093.0,2.0,70.0,2
6540,Thanisandra,1265.0,2.0,79.0,3
6541,Thanisandra,1651.0,3.0,97.38,3
6542,Thanisandra,1265.0,2.0,85.0,2
6543,Thanisandra,510.0,1.0,25.25,1
6544,Thanisandra,776.5,2.0,48.145,1
6545,Thanisandra,1564.0,3.0,101.0,3
6547,Thanisandra,1847.0,3.0,123.0,3
6549,Thanisandra,1697.0,3.0,114.0,3
6551,Thanisandra,3500.0,5.0,160.0,6
6552,Thanisandra,1573.0,3.0,95.0,3
6553,Thanisandra,1917.0,3.0,122.0,3
6554,Thanisandra,693.0,1.0,34.3,1
6555,Thanisandra,1098.0,2.0,68.0,2
6556,Thanisandra,760.0,1.0,50.3,1
6559,Thanisandra,2002.0,3.0,112.0,3
6564,Thanisandra,1697.0,3.0,115.0,3
6565,Thanisandra,1380.0,1.0,62.1,1
6566,Thanisandra,923.0,1.0,60.84,1
6568,Thanisandra,923.0,1.0,45.69,1
6570,Thanisandra,1296.0,2.0,72.0,2
6572,Thanisandra,1698.0,3.0,102.0,3
6573,Thanisandra,1411.0,3.0,93.04,3
6574,Thanisandra,1996.0,3.0,135.0,3
6575,Thanisandra,1801.0,3.0,115.0,3
6576,Thanisandra,1265.0,2.0,82.0,2
6578,Thanisandra,1917.0,4.0,113.0,3
6579,Thanisandra,662.0,1.0,42.0,1
6581,Thanisandra,1948.0,3.0,130.0,3
6583,Thanisandra,1098.0,2.0,74.0,2
6585,Thanisandra,1564.0,3.0,104.0,3
6591,Thanisandra,2127.0,3.0,135.0,3
6593,Thanisandra,1276.0,2.0,75.0,2
6594,Thanisandra,693.0,1.0,34.3,1
6595,Thanisandra,2259.0,5.0,135.0,4
6596,Thanisandra,1265.0,2.0,78.0,2
6598,Thanisandra,934.0,2.0,55.0,2
6599,Thanisandra,1056.0,2.0,68.0,2
6600,Thanisandra,1595.0,3.0,110.0,3
6601,Thanisandra,1411.0,3.0,93.15,3
6602,Thanisandra,1093.0,2.0,68.1,2
6604,Thanisandra,1093.0,2.0,72.0,2
6606,Thanisandra,1698.0,3.0,107.0,3
6607,Thanisandra,1564.0,3.0,105.0,3
6608,Thanisandra,1265.0,2.0,83.0,2
6609,Thanisandra,784.0,1.0,35.285,1
6610,Thanisandra,965.0,2.0,56.0,2
6611,Thanisandra,1546.0,3.0,95.0,3
6612,Thanisandra,777.0,1.0,38.535,1
6613,Thanisandra,1697.0,3.0,110.0,3
6614,Thanisandra,1492.0,3.0,88.0,3
6615,Thanisandra,2072.0,3.0,122.0,3
6616,Thanisandra,1880.0,3.0,120.0,3
6617,Thanisandra,760.0,1.0,50.0,1
6619,Thanisandra,933.0,2.0,58.0,1
6620,Thanisandra,1917.0,3.0,110.0,3
6621,Thanisandra,1996.0,4.0,123.0,3
6622,Thanisandra,1183.0,2.0,77.25,2
6623,Thanisandra,1491.0,3.0,88.0,3
6625,Thanisandra,662.0,1.0,29.0,1
6627,Thanisandra,1564.0,3.0,100.0,3
6628,Thanisandra,662.0,1.0,45.0,1
6629,Thanisandra,1573.0,3.0,98.0,3
6630,Thanisandra,1262.0,2.0,83.0,3
6631,Thanisandra,1056.0,2.0,65.0,2
6633,Thanisandra,1702.0,3.0,115.0,3
6634,Thanisandra,1343.0,2.0,75.0,2
6635,Thanisandra,1935.0,4.0,122.0,3
6636,Thanisandra,933.0,2.0,55.0,2
6637,Thanisandra,1183.0,2.0,77.3,2
6638,Thanisandra,662.0,1.0,38.0,1
6639,Thanisandra,1265.0,2.0,72.0,2
6640,Thanisandra,1595.0,3.0,105.0,3
6642,Thanisandra,580.0,1.0,27.5,1
6643,Thanisandra,2087.0,4.0,139.0,3
6645,Thanisandra,1098.0,2.0,71.0,2
6646,Thanisandra,1411.0,3.0,93.25,3
6649,Thanisandra,1732.0,3.0,112.0,3
6650,Thanisandra,933.0,1.0,61.0,1
6651,Thanisandra,1702.0,3.0,107.0,3
6652,Thanisandra,747.0,1.0,34.355,1
6653,Thanisandra,2030.0,4.0,125.0,3
6655,Thanisandra,1948.0,4.0,129.0,4
6656,Thanisandra,1573.0,3.0,90.0,3
6657,Thanisandra,1056.0,2.0,70.0,2
6658,Thanisandra,1595.0,3.0,96.0,3
6661,Thanisandra,1245.0,2.0,83.05,2
6662,Thanisandra,1261.0,2.0,80.0,3
6663,Thanisandra,1884.0,4.0,117.0,3
6664,Thanisandra,965.0,2.0,54.0,2
6665,Thanisandra,1930.0,4.0,122.0,3
6666,Thanisandra,777.0,1.0,38.46,1
6668,Thanisandra,1930.0,4.0,120.0,3
6669,Thanisandra,760.0,1.0,50.4,1
6670,Thanisandra,663.0,1.0,32.82,1
6671,Thanisandra,1801.0,3.0,115.0,3
6672,Thanisandra,1806.0,6.0,116.0,3
6673,Thanisandra,3671.0,4.0,220.0,4
6675,Thanisandra,1305.0,2.0,90.0,2
6676,Thanisandra,1965.0,4.0,125.0,3
6677,Thanisandra,1573.0,3.0,100.0,3
6680,Thanisandra,1917.0,4.0,130.0,4
6682,Thigalarapalya,3122.0,6.0,230.0,4
6684,Thigalarapalya,1297.0,2.0,103.0,2
6685,Thigalarapalya,1418.0,2.0,95.0,2
6686,Thigalarapalya,3122.0,6.0,235.0,4
6687,Thigalarapalya,3122.0,6.0,245.0,4
6689,Thigalarapalya,1418.0,2.0,103.0,2
6690,Thigalarapalya,1418.0,2.0,101.0,2
6691,Thigalarapalya,1418.0,2.0,104.0,2
6693,Thigalarapalya,3122.0,5.0,225.0,4
6694,Thigalarapalya,2912.0,6.0,210.0,4
6695,Thigalarapalya,1418.0,2.0,103.0,2
6696,Thigalarapalya,2072.0,4.0,159.0,3
6698,Thigalarapalya,1418.0,2.0,106.0,2
6700,Thigalarapalya,1418.0,2.0,104.0,2
6701,Thigalarapalya,3122.0,6.0,237.0,4
6702,Thigalarapalya,1418.0,2.0,105.0,2
6703,Thigalarapalya,1418.0,2.0,104.0,2
6706,Thigalarapalya,1418.0,2.0,106.0,2
6707,Thigalarapalya,2072.0,4.0,155.0,3
6708,Thigalarapalya,1830.0,4.0,135.0,3
6709,Thigalarapalya,1418.0,2.0,105.0,2
6710,Thigalarapalya,2072.0,4.0,160.0,3
6714,Thigalarapalya,2072.0,4.0,160.0,3
6715,Thigalarapalya,2072.0,4.0,155.0,3
6716,Thigalarapalya,3122.0,6.0,235.0,4
6717,Thigalarapalya,2072.0,4.0,153.0,3
6719,Thigalarapalya,2072.0,4.0,157.0,3
6720,Thigalarapalya,1418.0,2.0,105.0,2
6721,Thigalarapalya,3362.0,5.0,249.0,4
6722,Thigalarapalya,3122.0,6.0,245.0,4
6725,Thigalarapalya,4190.0,4.0,325.0,4
6729,Thigalarapalya,1400.0,2.0,105.0,2
6731,Thigalarapalya,1297.0,2.0,98.0,2
6733,Thubarahalli,3800.0,4.0,239.0,4
6734,Thubarahalli,1200.0,2.0,78.0,2
6735,Thubarahalli,1128.0,2.0,75.0,2
6736,Thubarahalli,1185.0,2.0,65.0,2
6737,Thubarahalli,975.0,2.0,55.0,2
6738,Thubarahalli,1330.0,2.0,75.0,2
6739,Thubarahalli,1085.0,2.0,70.0,2
6740,Thubarahalli,1216.0,2.0,80.0,2
6741,Thubarahalli,1200.0,2.0,79.0,2
6742,Thubarahalli,1200.0,2.0,80.0,2
6743,Thubarahalli,1200.0,2.0,79.55,2
6745,Thubarahalli,2625.0,3.0,175.0,3
6746,Thubarahalli,975.0,2.0,50.0,2
6748,Thubarahalli,1584.0,3.0,101.0,3
6749,Tumkur Road,1500.0,3.0,95.0,3
6750,Tumkur Road,1779.0,3.0,112.0,3
6751,Tumkur Road,1586.0,3.0,100.0,3
6752,Tumkur Road,1098.0,2.0,72.0,2
6753,Tumkur Road,1354.0,3.0,90.0,3
6754,Tumkur Road,1240.0,2.0,84.0,3
6755,Tumkur Road,1239.0,2.0,82.0,2
6756,Tumkur Road,1246.0,2.0,82.0,2
6757,Tumkur Road,1500.0,3.0,100.0,3
6759,Tumkur Road,1416.0,3.0,94.0,3
6760,Tumkur Road,1027.0,2.0,60.0,2
6761,Tumkur Road,1027.0,2.0,68.62,2
6762,Tumkur Road,1459.0,2.0,95.0,3
6763,Tumkur Road,992.0,2.0,60.0,2
6764,Tumkur Road,1066.0,2.0,52.5,2
6765,Tumkur Road,1240.0,2.0,79.0,3
6766,Tumkur Road,1441.0,2.0,95.0,3
6767,Tumkur Road,1240.0,2.0,83.0,3
6768,Tumkur Road,1027.0,2.0,67.0,2
6770,Tumkur Road,1354.0,3.0,85.86,3
6771,Ulsoor,2135.0,3.0,215.0,3
6772,Ulsoor,1275.0,2.0,120.0,2
6773,Ulsoor,1020.0,3.0,110.0,3
6774,Ulsoor,1200.0,2.0,60.0,2
6775,Ulsoor,1180.0,2.0,100.0,2
6776,Ulsoor,1340.0,3.0,90.0,3
6777,Ulsoor,1500.0,2.0,125.0,3
6778,Ulsoor,2000.0,3.0,185.0,3
6779,Ulsoor,1255.0,2.0,120.0,2
6780,Ulsoor,1685.0,4.0,185.0,3
6782,Ulsoor,2135.0,3.0,170.0,3
6783,Ulsoor,1160.0,2.0,130.0,2
6784,Uttarahalli,1440.0,2.0,62.0,3
6785,Uttarahalli,1143.0,2.0,45.0,2
6786,Uttarahalli,1020.0,2.0,45.0,2
6787,Uttarahalli,1286.0,2.0,63.0,2
6788,Uttarahalli,1101.0,2.0,45.0,2
6789,Uttarahalli,1345.0,2.0,67.0,2
6792,Uttarahalli,1175.0,2.0,47.0,2
6793,Uttarahalli,1390.0,2.0,62.55,3
6794,Uttarahalli,1330.0,2.0,56.0,3
6795,Uttarahalli,1008.0,2.0,45.0,2
6796,Uttarahalli,1390.0,2.0,60.47,3
6797,Uttarahalli,1617.0,3.0,66.68,3
6798,Uttarahalli,1150.0,2.0,49.0,2
6799,Uttarahalli,1330.0,2.0,56.0,3
6800,Uttarahalli,1200.0,2.0,44.0,2
6803,Uttarahalli,882.0,2.0,30.0,2
6804,Uttarahalli,993.0,2.0,39.71,2
6805,Uttarahalli,1045.0,2.0,45.0,2
6806,Uttarahalli,850.0,2.0,37.93,2
6808,Uttarahalli,3600.0,6.0,120.0,6
6809,Uttarahalli,1788.0,3.0,98.34,3
6810,Uttarahalli,1345.0,2.0,57.0,3
6811,Uttarahalli,1089.0,2.0,43.55,2
6813,Uttarahalli,1279.0,2.0,48.0,2
6815,Uttarahalli,1425.0,2.0,64.0,3
6816,Uttarahalli,1155.0,2.0,40.42,2
6817,Uttarahalli,1050.0,2.0,42.0,2
6818,Uttarahalli,1300.0,2.0,55.0,3
6819,Uttarahalli,1250.0,2.0,55.0,3
6820,Uttarahalli,1700.0,3.0,88.0,3
6821,Uttarahalli,1200.0,3.0,50.0,3
6822,Uttarahalli,1085.0,2.0,43.0,2
6824,Uttarahalli,1175.0,2.0,47.0,2
6825,Uttarahalli,1689.28,3.0,91.2,3
6826,Uttarahalli,1175.0,2.0,47.0,2
6827,Uttarahalli,1137.0,2.0,63.0,2
6828,Uttarahalli,1215.0,2.0,52.85,3
6830,Uttarahalli,1325.0,2.0,53.0,2
6831,Uttarahalli,1300.0,2.0,60.0,3
6832,Uttarahalli,850.0,2.0,35.0,2
6833,Uttarahalli,1627.86,3.0,88.0,3
6835,Uttarahalli,1360.0,2.0,61.2,3
6836,Uttarahalli,661.0,1.0,36.0,1
6837,Uttarahalli,1134.0,2.0,45.36,2
6839,Uttarahalli,1320.0,2.0,55.44,3
6840,Uttarahalli,1390.0,2.0,61.16,3
6841,Uttarahalli,1090.0,2.0,45.0,2
6842,Uttarahalli,1050.0,2.0,42.0,2
6843,Uttarahalli,1123.0,2.0,48.0,2
6844,Uttarahalli,1329.0,2.0,56.0,3
6845,Uttarahalli,938.0,2.0,35.0,2
6848,Uttarahalli,1100.0,1.0,45.0,2
6849,Uttarahalli,1125.0,2.0,47.0,2
6851,Uttarahalli,1685.0,3.0,85.0,3
6852,Uttarahalli,1390.0,2.0,62.55,3
6854,Uttarahalli,1180.0,2.0,41.3,2
6855,Uttarahalli,1380.0,2.0,42.0,2
6856,Uttarahalli,1737.0,2.0,95.0,3
6858,Uttarahalli,1160.0,2.0,45.0,2
6859,Uttarahalli,1280.0,2.0,60.0,3
6861,Uttarahalli,1190.0,2.0,53.55,2
6862,Uttarahalli,1330.0,2.0,57.0,3
6863,Uttarahalli,1560.0,3.0,74.0,3
6865,Uttarahalli,1125.0,2.0,48.0,2
6866,Uttarahalli,1320.0,2.0,55.44,3
6868,Uttarahalli,1160.0,2.0,40.6,2
6870,Uttarahalli,1065.0,2.0,42.59,2
6871,Uttarahalli,1075.0,2.0,46.76,2
6872,Uttarahalli,1155.0,2.0,40.6,2
6875,Uttarahalli,1215.0,2.0,52.85,3
6877,Uttarahalli,1180.0,2.0,41.3,2
6880,Uttarahalli,1002.0,2.0,40.08,2
6881,Uttarahalli,1002.0,2.0,40.08,2
6882,Uttarahalli,1075.0,2.0,40.0,2
6884,Uttarahalli,1155.0,2.0,40.43,2
6886,Uttarahalli,1025.0,2.0,35.88,2
6887,Uttarahalli,1125.0,2.0,47.65,2
6888,Uttarahalli,1300.0,2.0,55.0,2
6889,Uttarahalli,1025.0,2.0,35.88,2
6890,Uttarahalli,980.0,2.0,45.0,2
6891,Uttarahalli,1125.0,2.0,47.0,2
6896,Uttarahalli,1175.0,2.0,47.0,2
6899,Uttarahalli,1525.0,2.0,62.82,3
6900,Uttarahalli,1265.0,2.0,65.0,3
6903,Uttarahalli,1213.0,2.0,48.0,2
6905,Uttarahalli,900.0,2.0,35.0,2
6906,Uttarahalli,1065.0,2.0,42.6,2
6909,Uttarahalli,1125.0,2.0,47.0,2
6910,Uttarahalli,1270.0,2.0,55.25,3
6911,Uttarahalli,1270.0,2.0,55.25,3
6912,Uttarahalli,1107.0,2.0,45.0,2
6913,Uttarahalli,1200.0,2.0,55.0,2
6915,Uttarahalli,1460.0,3.0,76.0,3
6916,Uttarahalli,1500.0,3.0,68.0,3
6917,Uttarahalli,1120.0,2.0,50.0,2
6918,Uttarahalli,1150.0,2.0,46.0,2
6919,Uttarahalli,1330.0,2.0,58.0,3
6921,Uttarahalli,1050.0,2.0,42.0,2
6922,Uttarahalli,1125.0,2.0,48.0,2
6924,Uttarahalli,1345.0,2.0,57.0,3
6925,Uttarahalli,1345.0,2.0,57.0,3
6927,Uttarahalli,1000.0,2.0,52.0,2
6928,Uttarahalli,1037.0,2.0,36.0,2
6930,Uttarahalli,1000.0,2.0,39.5,2
6931,Uttarahalli,1125.0,1.0,45.0,2
6933,Uttarahalli,1160.0,2.0,40.58,2
6934,Uttarahalli,1123.0,2.0,60.0,2
6936,Uttarahalli,1000.0,2.0,35.0,2
6937,Uttarahalli,1330.0,2.0,57.0,3
6938,Uttarahalli,1125.0,2.0,47.0,2
6939,Uttarahalli,1165.0,1.0,42.09,2
6940,Uttarahalli,1260.0,2.0,55.0,2
6941,Uttarahalli,1284.0,2.0,53.36,2
6942,Uttarahalli,1150.0,2.0,45.99,2
6944,Uttarahalli,1290.0,2.0,56.12,3
6945,Uttarahalli,1328.0,2.0,56.0,3
6946,Uttarahalli,1040.0,2.0,36.4,2
6947,Uttarahalli,1290.0,2.0,56.12,3
6949,Uttarahalli,1075.0,2.0,46.76,2
6950,Uttarahalli,1345.0,2.0,57.0,3
6951,Varthur,1160.0,2.0,44.0,2
6952,Varthur,1385.0,2.0,80.0,2
6954,Varthur,1024.0,2.0,42.0,2
6955,Varthur,1125.0,2.0,40.0,2
6956,Varthur,1112.0,2.0,40.0,2
6957,Varthur,1055.0,2.0,45.35,2
6958,Varthur,1280.0,2.0,65.0,2
6959,Varthur,977.0,2.0,36.0,2
6960,Varthur,1250.0,3.0,71.0,3
6961,Varthur,1200.0,3.0,67.75,3
6962,Varthur,1111.0,2.0,41.88,2
6963,Varthur,1140.0,2.0,55.5,2
6964,Varthur,1012.0,2.0,59.0,2
6965,Varthur,1140.0,2.0,39.9,2
6966,Varthur,1090.0,2.0,48.0,2
6967,Varthur,1450.0,3.0,71.0,3
6968,Varthur,1210.0,2.0,60.0,2
6969,Varthur,1070.0,2.0,46.0,2
6970,Varthur,1360.0,2.0,85.0,3
6971,Varthur,965.0,2.0,34.0,2
6972,Varthur,1120.0,2.0,44.24,2
6973,Varthur,1395.0,2.0,79.0,3
6974,Varthur,1085.0,2.0,45.0,2
6975,Varthur,1250.0,2.0,47.0,2
6976,Varthur,1200.0,3.0,68.38,3
6978,Varthur,1155.0,2.0,60.0,2
6979,Varthur,1035.0,2.0,60.0,2
6980,Varthur,1155.0,2.0,39.0,2
6981,Varthur,1180.0,2.0,55.0,2
6983,Varthur,1738.0,2.0,57.35,2
6984,Varthur,1045.0,2.0,40.65,2
6985,Varthur,1155.0,2.0,39.0,2
6987,Varthur,1210.0,2.0,64.15,2
6989,Varthur,1105.0,2.0,38.0,2
6990,Varthur,1560.0,3.0,90.0,3
6991,Varthur,1760.0,2.0,85.0,2
6992,Varthur,1210.0,2.0,54.0,2
6993,Varthur,1112.0,2.0,40.0,2
6995,Varthur,1000.0,1.0,65.0,2
6997,Varthur Road,900.0,2.0,27.0,2
6998,Varthur Road,1277.0,2.0,59.0,2
6999,Varthur Road,1247.0,2.0,58.0,3
7000,Varthur Road,1050.0,2.0,42.7,2
7001,Varthur Road,1255.0,2.0,52.76,2
7003,Varthur Road,1033.0,2.0,32.0,2
7004,Varthur Road,1140.0,2.0,49.11,2
7005,Varthur Road,850.0,2.0,25.4,2
7006,Vasanthapura,1022.0,2.0,40.0,2
7007,Vasanthapura,1135.0,2.0,39.73,2
7008,Vasanthapura,995.0,2.0,34.82,2
7009,Vasanthapura,995.0,2.0,34.82,2
7010,Vasanthapura,1037.0,2.0,36.28,2
7011,Vasanthapura,978.0,2.0,34.22,2
7012,Vasanthapura,1037.0,2.0,36.28,2
7013,Vidyaranyapura,1440.0,2.0,95.0,2
7014,Vidyaranyapura,1062.0,2.0,38.0,2
7015,Vidyaranyapura,1200.0,2.0,55.0,2
7016,Vidyaranyapura,1200.0,4.0,90.0,4
7018,Vidyaranyapura,1060.0,2.0,55.0,2
7019,Vidyaranyapura,1100.0,2.0,54.0,2
7020,Vidyaranyapura,1440.0,2.0,70.0,3
7021,Vidyaranyapura,1100.0,2.0,54.0,2
7022,Vidyaranyapura,1000.0,2.0,35.0,2
7024,Vidyaranyapura,1120.0,2.0,70.0,2
7025,Vidyaranyapura,945.0,2.0,40.0,2
7026,Vidyaranyapura,1100.0,2.0,54.0,2
7027,Vidyaranyapura,1200.0,2.0,65.0,3
7028,Vidyaranyapura,1200.0,2.0,52.0,2
7029,Vidyaranyapura,1050.0,2.0,50.0,2
7030,Vidyaranyapura,1188.0,2.0,50.0,2
7031,Vidyaranyapura,1100.0,2.0,75.0,3
7032,Vidyaranyapura,1100.0,2.0,72.0,3
7033,Vidyaranyapura,2400.0,5.0,135.0,4
7034,Vidyaranyapura,1100.0,2.0,41.0,2
7035,Vidyaranyapura,1200.0,2.0,60.5,2
7036,Vidyaranyapura,1200.0,2.0,42.0,2
7037,Vijayanagar,1704.0,3.0,110.0,3
7038,Vijayanagar,1933.0,3.0,129.0,3
7040,Vijayanagar,1450.0,3.0,100.0,3
7041,Vijayanagar,1580.0,2.0,134.0,3
7042,Vijayanagar,1826.0,3.0,121.0,3
7043,Vijayanagar,1739.0,3.0,116.0,3
7044,Vijayanagar,1490.0,3.0,100.0,3
7045,Vijayanagar,1180.0,2.0,65.0,2
7046,Vijayanagar,606.0,1.0,34.78,1
7047,Vijayanagar,1352.0,2.0,68.0,2
7048,Vijayanagar,1527.0,3.0,115.0,3
7049,Vijayanagar,989.0,2.0,60.0,2
7050,Vijayanagar,1520.0,2.0,103.0,3
7051,Vijayanagar,1749.0,3.0,117.0,3
7052,Vijayanagar,1046.0,2.0,75.0,2
7053,Vijayanagar,606.0,1.0,40.0,1
7054,Vijayanagar,1200.0,2.0,62.0,2
7057,Vijayanagar,1760.0,3.0,140.0,3
7058,Vijayanagar,2047.0,3.0,136.0,3
7059,Vijayanagar,1200.0,2.0,75.0,3
7060,Vijayanagar,1178.0,2.0,82.0,2
7061,Vijayanagar,864.0,2.0,45.0,2
7062,Vijayanagar,2100.0,6.0,252.0,4
7063,Vijayanagar,920.0,2.0,60.0,2
7064,Vijayanagar,1019.0,2.0,58.0,2
7065,Vijayanagar,2400.0,6.0,125.0,5
7066,Vijayanagar,1180.0,2.0,86.0,2
7067,Vijayanagar,1046.0,2.0,49.06,2
7068,Vijayanagar,2400.0,2.0,230.0,1
7069,Vijayanagar,492.0,1.0,40.0,1
7071,Vittasandra,1404.0,2.0,71.0,2
7072,Vittasandra,1246.0,2.0,67.0,2
7073,Vittasandra,1404.0,2.0,69.3,2
7074,Vittasandra,1246.0,2.0,67.3,2
7075,Vittasandra,1246.0,2.0,64.5,2
7076,Vittasandra,1246.0,2.0,64.5,2
7077,Vittasandra,1246.0,2.0,68.0,2
7079,Vittasandra,1238.0,2.0,67.0,2
7080,Vittasandra,1404.0,2.0,75.0,2
7081,Vittasandra,1246.0,2.0,65.0,2
7082,Vittasandra,1238.0,2.0,67.0,2
7083,Vittasandra,1246.0,2.0,67.4,2
7084,Vittasandra,1259.0,2.0,67.4,2
7085,Vittasandra,1404.0,2.0,68.8,2
7086,Vittasandra,1246.0,2.0,62.3,2
7087,Vittasandra,1246.0,2.0,63.0,2
7088,Vittasandra,1246.0,2.0,67.4,2
7089,Vittasandra,1246.0,2.0,65.4,2
7091,Vittasandra,1238.0,2.0,67.32,2
7092,Vittasandra,1246.0,2.0,67.4,2
7094,Vittasandra,1246.0,2.0,67.3,2
7095,Vittasandra,1404.0,2.0,70.0,2
7096,Vittasandra,1259.0,2.0,67.48,2
7097,Vittasandra,1404.0,2.0,75.0,2
7099,Vittasandra,1246.0,2.0,67.0,2
7102,Vittasandra,1404.0,2.0,72.0,2
7103,Vittasandra,1246.0,2.0,67.5,2
7104,Vittasandra,1246.0,2.0,67.5,2
7105,Vittasandra,1404.0,2.0,70.0,2
7106,Vittasandra,1246.0,2.0,65.0,2
7107,Vittasandra,1246.0,2.0,67.4,2
7111,Whitefield,1610.0,3.0,81.0,3
7112,Whitefield,1459.0,2.0,94.82,2
7117,Whitefield,1280.0,2.0,75.0,2
7119,Whitefield,1910.0,3.0,161.0,3
7120,Whitefield,3252.0,4.0,230.0,4
7121,Whitefield,11890.0,4.0,700.0,4
7124,Whitefield,1150.0,2.0,70.0,2
7125,Whitefield,1768.0,3.0,101.0,3
7127,Whitefield,4144.0,4.0,315.0,4
7128,Whitefield,4104.0,4.0,360.0,4
7129,Whitefield,1790.0,3.0,100.0,3
7130,Whitefield,1720.0,3.0,100.0,3
7132,Whitefield,1640.0,4.0,91.0,3
7135,Whitefield,2280.0,4.0,126.0,3
7139,Whitefield,1897.0,3.0,130.0,3
7140,Whitefield,2225.0,2.0,125.0,3
7141,Whitefield,4348.5,2.0,304.0,4
7144,Whitefield,2268.0,3.0,163.0,4
7147,Whitefield,2400.0,4.0,200.0,4
7149,Whitefield,1360.0,2.0,95.0,2
7151,Whitefield,1697.0,3.0,94.79,3
7152,Whitefield,5000.0,4.0,400.0,4
7153,Whitefield,3000.0,5.0,250.0,4
7154,Whitefield,1700.0,3.0,115.0,3
7157,Whitefield,2842.0,3.0,162.0,3
7161,Whitefield,1500.0,3.0,130.0,3
7162,Whitefield,1280.0,2.0,75.0,2
7164,Whitefield,1405.0,2.0,78.0,3
7165,Whitefield,2225.0,3.0,115.0,3
7166,Whitefield,1272.0,2.0,95.05,2
7169,Whitefield,1192.0,2.0,71.0,2
7173,Whitefield,1626.0,3.0,89.0,3
7174,Whitefield,1585.0,3.0,88.0,3
7175,Whitefield,665.0,2.0,28.585,1
7177,Whitefield,1280.0,2.0,85.0,2
7178,Whitefield,1200.0,3.0,68.5,3
7179,Whitefield,4000.0,4.0,330.0,4
7180,Whitefield,1697.0,3.0,108.0,3
7182,Whitefield,3606.0,4.0,312.0,4
7183,Whitefield,1485.0,2.0,90.0,2
7184,Whitefield,950.0,1.0,50.0,1
7185,Whitefield,3584.0,4.0,199.0,4
7186,Whitefield,825.0,1.0,45.0,1
7189,Whitefield,1635.0,2.0,85.0,3
7190,Whitefield,1216.0,2.0,79.0,2
7196,Whitefield,920.0,2.0,63.0,2
7198,Whitefield,1170.0,2.0,71.0,2
7199,Whitefield,1118.0,2.0,75.0,2
7200,Whitefield,1800.0,3.0,110.0,3
7201,Whitefield,1562.0,3.0,103.0,3
7204,Whitefield,2321.0,4.0,128.0,3
7205,Whitefield,1320.0,2.0,95.0,2
7208,Whitefield,3010.0,3.0,200.0,3
7209,Whitefield,1346.0,2.0,96.17,2
7210,Whitefield,3850.0,5.0,316.0,3
7214,Whitefield,2500.0,4.0,155.0,4
7215,Whitefield,905.0,1.0,55.0,1
7217,Whitefield,2268.0,3.0,146.0,4
7220,Whitefield,630.5,1.0,32.79,1
7221,Whitefield,3537.0,5.0,210.0,4
7223,Whitefield,1697.0,3.0,115.0,3
7227,Whitefield,3250.0,5.0,290.0,5
7231,Whitefield,1269.0,2.0,75.0,2
7232,Whitefield,3227.0,5.0,250.0,5
7233,Whitefield,1545.0,3.0,79.0,3
7236,Whitefield,3262.0,4.0,260.0,4
7238,Whitefield,1132.0,2.0,79.28,2
7241,Whitefield,2830.0,5.0,160.0,4
7243,Whitefield,1195.0,2.0,70.0,2
7244,Whitefield,3480.0,4.0,284.0,3
7247,Whitefield,709.0,1.0,34.385,1
7249,Whitefield,1320.0,2.0,79.5,2
7250,Whitefield,750.0,2.0,52.7,2
7251,Whitefield,1200.0,3.0,61.96,3
7256,Whitefield,2094.0,2.0,113.19,3
7258,Whitefield,3445.0,5.0,270.0,4
7259,Whitefield,1700.0,3.0,140.0,3
7260,Whitefield,4827.0,4.0,400.0,4
7261,Whitefield,1405.0,2.0,84.5,2
7263,Whitefield,3252.0,4.0,280.0,4
7265,Whitefield,1150.0,2.0,90.0,2
7266,Whitefield,2400.0,4.0,147.0,4
7268,Whitefield,624.0,1.0,35.0,1
7271,Whitefield,1700.0,3.0,95.0,3
7272,Whitefield,4960.0,4.0,400.0,4
7273,Whitefield,2928.0,4.0,198.0,4
7275,Whitefield,2700.0,5.0,175.0,3
7276,Whitefield,1216.0,2.0,84.0,2
7277,Whitefield,2882.0,5.0,204.0,4
7278,Whitefield,1840.0,3.0,140.0,3
7279,Whitefield,1778.0,3.0,122.0,3
7281,Whitefield,650.0,1.0,25.0,1
7282,Whitefield,2155.0,3.0,125.0,4
7283,Whitefield,905.0,1.0,52.0,1
7288,Whitefield,1216.0,2.0,75.0,2
7290,Whitefield,1255.0,2.0,77.0,2
7291,Whitefield,1216.0,2.0,73.0,2
7292,Whitefield,709.0,1.0,34.735,1
7296,Whitefield,1745.0,3.0,100.0,3
7297,Whitefield,3200.0,4.0,224.0,4
7299,Whitefield,825.0,1.0,44.9,1
7303,Whitefield,1870.0,3.0,138.0,3
7306,Whitefield,1862.0,3.0,125.0,3
7307,Whitefield,1655.0,3.0,113.0,3
7308,Whitefield,530.0,1.0,29.44,1
7310,Whitefield,905.0,1.0,50.0,1
7311,Whitefield,1600.0,3.0,82.0,3
7312,Whitefield,1230.0,4.0,80.0,4
7314,Whitefield,630.5,1.0,32.15,1
7315,Whitefield,905.0,1.0,52.0,1
7319,Whitefield,1216.0,2.0,83.0,2
7324,Whitefield,4075.0,5.0,226.0,4
7325,Whitefield,1216.0,2.0,75.0,2
7333,Whitefield,2856.0,5.0,158.5,4
7336,Whitefield,750.0,1.0,51.0,1
7339,Whitefield,1173.0,2.0,77.0,2
7340,Whitefield,1200.0,3.0,68.4,3
7344,Whitefield,3425.0,5.0,250.0,4
